isoform	TGPBS1	TGPBS2	TGPBS3	TGPBS4	TGOva1	TGOva2	TGOva3	TGOva4
transcript6534.chr13.nnic	8.4	7.58	6.2	14.32	12.44	9.83	9.39	9.12
transcript13673.chr2.nic	0.97	0.98	2.45	2.46	3.61	2.57	3.14	2.28
transcript13676.chr2.nic	4.26	3.9	1.02	2.17	4.29	3.64	2.92	2.37
transcript12933.chr2.nnic	1.71	0.61	1.48	1.16	1.99	1.33	2.23	2.23
transcript6943.chr19.nnic	2.49	0.0	3.03	0.0	0.0	2.04	2.51	0.0
transcript6947.chr19.nnic	8.19	9.18	7.11	6.5	6.59	6.82	6.69	6.17
transcript12370.chr2.nic	0.87	0.0	0.71	1.26	0.0	0.0	0.72	0.0
transcript12515.chr4.nnic	0.66	9.38	6.76	16.3	14.47	13.1	16.79	16.9
transcript12517.chr4.nnic	3.32	2.28	2.14	7.08	5.64	3.25	2.07	7.44
transcript12233.chr2.nic	3.9	3.47	4.3	2.08	0.85	2.9	2.84	2.53
transcript7930.chr10.nnic	4.77	7.32	6.04	4.56	3.92	5.42	6.36	4.88
transcript7936.chr10.nnic	24.13	30.21	25.2	23.76	23.4	21.77	22.42	16.19
transcript11159.chr2.nnic	0.0	0.0	0.0	0.87	0.0	0.0	0.8	0.0
transcript11165.chr2.nnic	0.0	0.0	0.51	0.8	0.39	0.29	0.0	1.25
transcript11167.chr2.nnic	0.0	1.83	1.33	1.02	0.0	0.46	0.97	0.4
transcript11173.chr2.nnic	3.23	0.0	1.24	0.42	1.0	0.0	0.4	2.26
transcript7588.chr10.nic	0.37	0.61	1.04	0.47	1.27	1.36	0.18	1.21
transcript6329.chr16.nic	0.4	0.81	0.0	1.83	0.55	1.41	0.56	1.8
transcript4061.chr19.nnic	0.33	1.17	0.8	1.4	1.56	2.3	1.35	0.55
transcript4065.chr19.nnic	0.2	0.41	0.0	0.0	0.21	0.0	0.83	0.0
transcript4067.chr19.nnic	1.79	0.0	1.67	0.74	0.44	0.44	0.36	1.3
transcript4073.chr19.nnic	0.32	0.66	1.45	0.34	0.76	1.52	0.34	0.66
transcript3801.chr19.nnic	0.56	0.25	2.29	0.67	1.08	0.57	1.01	3.68
transcript9002.chr2.nnic	88.48	89.83	90.32	80.87	87.97	87.35	81.66	80.83
transcript8211.chr2.nic	0.82	0.0	0.95	1.36	2.4	1.45	1.81	2.65
transcript4783.chr16.nnic	31.71	29.63	30.88	27.76	31.13	33.41	28.66	30.48
transcript4786.chr16.nnic	13.98	22.45	19.47	24.45	23.71	22.93	20.06	22.67
transcript7392.chr2.nic	2.1	2.16	1.61	1.8	1.62	2.36	2.93	1.76
transcript6817.chr2.nnic	5.74	5.2	5.06	4.17	2.63	4.24	4.35	4.25
transcript6720.chr2.nnic	0.49	0.98	0.57	0.0	0.0	2.22	0.0	0.69
transcript5986.chr2.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5879.chr2.nnic	0.24	0.09	0.0	0.0	0.0	0.16	0.0	0.09
transcript5880.chr2.nnic	0.0	0.19	0.0	0.0	0.1	0.0	0.0	0.0
transcript84.chr10.nnic	1.17	1.17	0.0	0.0	0.0	0.02	0.0	0.0
transcript3833.chr2.nnic	5.58	6.5	4.43	6.11	5.37	4.97	4.84	5.71
transcript3390.chr2.nic	51.0	54.36	47.18	46.07	53.24	42.46	46.86	49.54
transcript7889.chr14.nnic	3.93	3.4	6.14	5.57	6.05	2.05	4.85	2.23
transcript7892.chr14.nnic	14.04	11.74	8.34	11.3	4.74	11.69	6.58	8.64
transcript7894.chr14.nnic	3.89	3.41	8.94	6.41	10.54	7.11	5.63	7.62
transcript5465.chr15.nnic	3.57	5.12	4.55	5.21	5.43	3.94	5.83	3.35
transcript5468.chr15.nnic	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
transcript12239.chr11.nic	2.51	4.72	4.95	2.67	2.7	2.77	5.71	4.87
transcript2828.chr15.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1746.chr5.nic	1.89	0.72	2.85	2.51	2.77	2.42	0.69	0.21
transcript7096.chr12.nnic	1.49	0.68	0.8	0.72	1.52	1.1	0.94	1.24
transcript7099.chr12.nnic	1.9	4.29	2.62	1.03	4.33	2.29	1.66	2.83
transcript7100.chr12.nnic	0.69	0.99	1.5	1.9	0.54	2.28	2.31	1.12
transcript7126.chr12.nnic	0.17	0.68	1.6	0.77	0.65	1.12	0.51	0.81
transcript7087.chr12.nnic	0.7	0.3	0.0	0.0	0.0	0.84	0.0	0.41
transcript7089.chr12.nnic	0.7	0.87	0.58	2.22	1.14	0.98	0.6	1.0
transcript7117.chr12.nnic	10.9	3.35	0.0	0.0	0.0	0.0	0.0	0.0
transcript9909.chr4.nnic	0.0	0.0	2.19	0.0	0.0	0.0	0.0	7.28
transcript9914.chr4.nnic	6.27	8.07	0.76	0.8	1.2	4.85	4.75	3.13
transcript4020.chr9.nnic	0.45	0.72	1.02	0.0	0.0	2.77	0.61	0.84
transcript12882.chr4.nnic	0.0	0.29	1.12	0.27	0.3	0.65	0.0	0.62
transcript12080.chr4.nic	1.77	0.0	1.46	2.51	0.45	0.61	0.99	0.0
transcript12083.chr4.nic	1.65	0.95	2.3	0.61	0.0	1.35	1.73	0.93
transcript10065.chr10.nnic	19.24	21.57	27.02	24.14	24.28	31.46	25.72	25.01
transcript10070.chr10.nic	7.29	8.27	16.96	12.84	16.89	15.9	13.94	11.05
transcript12899.chr4.nnic	9.43	4.04	5.5	6.41	5.06	9.82	2.87	5.56
transcript10607.chr4.nnic	0.0	0.4	1.37	0.88	0.0	0.49	0.0	0.85
transcript10612.chr4.nnic	1.05	1.73	0.85	0.0	0.0	0.0	0.0	0.4
transcript10614.chr4.nnic	0.98	1.09	2.09	0.0	3.24	0.7	0.66	0.55
transcript10597.chr4.nnic	5.19	7.18	6.2	6.88	2.72	4.44	6.25	0.0
transcript10600.chr4.nnic	6.95	6.45	4.38	4.54	8.04	7.43	5.17	11.06
transcript10458.chr4.nnic	0.0	0.87	0.71	0.77	0.97	0.84	1.06	1.04
transcript10472.chr4.nnic	0.0	0.36	0.1	0.64	0.0	0.64	2.4	1.87
transcript13748.chr11.nic	0.0	0.27	0.4	0.0	0.0	1.08	0.0	0.0
transcript13530.chr11.nic	44.41	46.4	40.88	36.46	42.5	48.73	45.03	44.21
transcript12216.chr11.nnic	3.98	2.52	3.79	1.91	2.21	2.14	1.46	1.26
transcript7839.chr7.nnic	0.0	0.0	0.54	0.44	0.0	1.12	0.81	0.0
transcript7821.chr7.nic	1.44	0.0	0.0	0.0	0.0	0.0	0.44	0.17
transcript6703.chr7.nnic	5.94	5.54	7.24	2.77	4.64	2.67	3.36	2.95
transcript3840.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3841.chr7.nnic	0.5	1.96	2.47	1.52	1.96	0.5	0.0	1.46
transcript3775.chr7.nnic	0.43	0.38	0.81	0.84	0.28	0.33	1.02	0.48
transcript235.chr3.nnic	7.5	4.56	3.94	6.21	6.47	4.69	5.57	4.74
transcript1237.chr7.nnic	0.0	1.33	0.0	1.0	0.0	2.29	1.14	1.22
transcript4407.chr11.nnic	0.61	1.11	0.58	0.46	0.0	0.46	1.14	0.92
transcript16161.chr2.nic	12.41	14.26	10.58	12.17	13.75	14.19	10.08	10.27
transcript16080.chr2.nnic	82.74	74.57	70.66	68.65	72.27	76.03	73.69	66.48
transcript16047.chr2.nnic	5.03	8.44	5.99	8.51	7.24	3.6	3.54	7.46
transcript16054.chr2.nic	0.95	0.0	1.78	0.0	0.74	3.27	1.47	0.78
transcript16053.chr2.nic	2.13	4.07	1.49	2.36	2.85	2.68	2.22	2.08
transcript16059.chr2.nnic	35.73	36.82	36.07	37.92	36.65	32.07	32.69	35.63
transcript5715.chr12.nnic	0.44	0.0	0.43	0.2	0.05	0.63	0.48	0.75
transcript5719.chr12.nnic	0.4	1.5	0.85	1.35	1.14	0.87	1.34	0.79
transcript2739.chr15.nnic	0.45	0.0	0.87	0.0	1.25	0.42	1.72	0.0
transcript4888.chr12.nic	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0
transcript11134.chr2.nnic	0.52	1.13	1.81	0.77	0.83	1.05	0.38	1.72
transcript11136.chr2.nnic	0.78	1.52	0.51	0.91	0.46	0.0	2.44	0.78
transcript11141.chr2.nnic	4.24	1.06	2.98	1.04	1.81	2.47	1.53	2.03
transcript4036.chr12.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2318.chr12.nnic	81.64	80.24	78.59	83.46	88.55	77.91	77.54	78.16
transcript2323.chr12.nnic	2.99	3.2	4.48	3.64	4.14	3.81	3.89	4.54
transcript13230.chr5.nic	0.08	0.51	1.44	2.48	0.0	0.0	0.0	0.0
transcript13231.chr5.nic	4.69	4.2	2.48	5.43	4.79	4.54	3.57	4.64
transcript25.chr12.nnic	4.13	2.23	2.79	2.83	2.74	4.11	3.42	3.74
transcript3892.chr14.nnic	7.32	5.82	11.32	11.27	10.2	9.93	11.0	10.38
transcript10656.chr9.nnic	3.26	6.48	4.33	4.27	2.17	1.46	3.22	4.24
transcript10658.chr9.nnic	0.76	1.2	1.1	0.79	0.38	1.64	1.03	1.58
transcript5153.chrX.nnic	4.32	5.26	2.81	5.44	4.09	4.11	3.51	4.13
transcript4087.chr19.nnic	2.69	2.91	1.66	2.7	0.65	1.66	2.19	2.97
transcript3479.chr2.nnic	11.7	11.83	13.69	11.44	11.9	12.05	12.58	12.95
transcript4914.chr6.nic	1.54	0.62	0.0	1.91	3.9	6.78	2.19	0.53
transcript5413.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2761.chrX.nnic	0.0	14.01	0.0	0.0	2.87	2.47	3.25	0.0
transcript4289.chr17.nic	8.12	7.75	11.35	16.84	14.53	11.8	13.05	14.71
transcript1622.chr6.nnic	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.0
transcript2958.chr17.nnic	1.67	0.0	1.02	0.55	0.0	2.02	0.0	1.23
transcript1201.chr1.nic	1.27	0.54	0.79	1.36	0.69	0.29	1.47	1.45
transcript4520.chr18.nnic	0.0	2.75	1.69	0.0	0.84	1.01	2.54	0.0
transcript4522.chr18.nnic	4.03	1.11	3.4	2.31	2.52	1.52	1.53	3.0
transcript782.chr6.nnic	0.47	0.46	0.0	0.0	0.0	0.64	0.49	0.0
transcript340.chr5.nnic	0.88	1.35	0.87	1.47	0.75	1.02	0.93	0.94
transcript2290.chr4.nnic	3.55	1.89	3.28	4.43	2.09	2.52	3.91	2.8
transcript7167.chr15.nnic	162.37	152.54	155.07	149.19	149.6	147.89	155.05	166.59
transcript7.chr11.nnic	4.32	18.39	4.66	4.04	3.88	3.89	4.59	4.3
transcript9.chr11.nnic	7.55	10.41	4.71	4.85	4.55	5.4	5.83	6.43
transcript10579.chr4.nnic	2.55	1.47	1.58	0.0	0.0	2.69	1.93	0.0
transcript10583.chr4.nnic	3.58	15.43	1.86	2.93	7.05	8.24	7.98	4.99
transcript911.chr11.nnic	3.38	2.87	3.71	2.03	0.96	2.45	1.18	1.02
transcript3449.chr17.nic	0.15	0.04	0.04	0.09	0.04	0.0	0.0	0.0
transcript12291.chr4.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3
transcript16406.chr2.nnic	3.08	4.01	3.27	3.73	5.49	4.84	4.41	4.5
transcript16409.chr2.nnic	3.65	4.42	5.56	4.09	3.64	4.04	3.56	3.66
transcript6794.chr17.nnic	0.82	1.23	0.9	0.79	0.0	0.35	0.03	0.93
transcript4492.chrX.nnic	0.68	1.25	0.34	0.7	1.15	1.23	2.0	1.07
transcript4503.chrX.nnic	7.43	7.72	10.46	9.23	10.06	8.53	6.95	9.29
transcript10970.chr11.nnic	0.0	0.0	0.52	0.93	0.0	0.0	0.0	0.0
transcript4906.chr4.nnic	3.42	0.0	0.0	0.0	1.41	0.0	6.16	0.0
transcript872.chr4.nnic	4.21	2.61	3.04	2.89	3.14	2.96	3.53	4.74
transcript1761.chr6.nnic	0.56	0.37	0.5	0.37	1.48	0.99	0.66	1.87
transcript1763.chr6.nnic	0.72	0.73	0.36	1.89	1.79	0.79	0.91	2.14
transcript15902.chr11.nnic	0.16	0.16	0.33	0.52	0.32	1.15	0.17	1.13
transcript13088.chr11.nnic	3.88	5.59	5.43	1.99	2.68	2.34	4.74	2.91
transcript13097.chr11.nnic	1.06	2.07	0.0	3.02	2.53	3.61	0.0	3.28
transcript12184.chr5.nnic	1.2	0.95	0.79	0.68	1.9	0.0	0.77	0.0
transcript847.chr13.nnic	0.56	0.91	0.65	0.54	0.56	0.65	0.48	0.47
transcript14178.chr2.nic	2.32	2.01	2.22	2.19	2.62	0.71	2.63	1.7
transcript9954.chr5.nnic	15.68	17.43	17.95	16.0	17.85	19.52	18.33	19.11
transcript8433.chr17.nnic	6.06	8.1	6.11	5.57	6.33	5.59	4.58	5.41
transcript11217.chr2.nnic	2.72	2.0	2.25	2.26	2.1	1.93	2.01	1.85
transcript936.chr12.nnic	0.41	0.0	0.0	1.64	0.23	0.0	0.34	0.0
transcript937.chr12.nnic	0.0	1.39	1.64	2.43	2.9	3.56	2.29	1.84
transcript5172.chr4.nnic	2.42	4.01	2.07	3.03	1.61	4.62	4.08	4.47
transcript5180.chr4.nnic	0.0	4.29	5.17	3.14	4.73	4.61	3.71	0.0
transcript5181.chr4.nnic	0.48	1.46	0.0	0.48	0.0	1.45	0.45	0.96
transcript5182.chr4.nnic	5.42	5.65	4.38	5.93	4.57	6.91	3.34	5.03
transcript5188.chr4.nnic	6.57	2.23	5.78	5.12	6.26	2.0	2.57	8.41
transcript4658.chr11.nnic	12.1	13.73	13.7	13.65	11.67	12.4	11.35	10.39
transcript5964.chr5.nnic	0.8	0.72	0.91	0.69	0.65	1.46	0.56	0.72
transcript10907.chr5.nnic	0.95	1.21	0.85	1.2	0.96	0.62	1.12	0.48
transcript10909.chr5.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript10917.chr5.nnic	0.0	0.0	0.39	0.0	0.0	0.12	0.21	0.0
transcript10920.chr5.nnic	0.12	0.4	0.49	0.27	0.0	0.9	1.2	0.6
transcript10926.chr5.nnic	1.39	0.7	0.5	1.81	1.58	1.38	0.0	0.0
transcript10929.chr5.nnic	0.0	0.74	0.63	1.0	0.0	0.0	0.64	0.74
transcript10931.chr5.nnic	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0
transcript10414.chr11.nnic	0.0	0.22	0.04	0.05	0.05	0.04	0.14	0.11
transcript532.chr2.nnic	1.72	1.75	2.69	1.28	1.96	2.1	1.54	1.51
transcript2805.chr6.nnic	0.77	0.35	2.07	1.99	2.05	1.45	2.15	1.73
transcript15249.chr2.nnic	1.18	1.51	1.31	1.3	0.62	1.03	1.86	0.92
transcript13583.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript13590.chr7.nnic	0.41	1.32	1.44	0.29	0.28	0.57	0.39	0.85
transcript1181.chr13.nnic	0.0	0.22	0.11	0.0	0.05	0.05	0.22	0.05
transcript14498.chr2.nnic	0.28	0.1	0.14	0.11	0.07	0.07	0.07	0.07
transcript11982.chr2.nic	1.95	1.29	1.22	1.74	2.13	1.52	1.65	1.51
transcript7233.chr5.nnic	1.23	1.37	1.21	1.47	1.05	1.43	1.07	0.71
transcript1084.chr13.nnic	4.05	4.33	3.96	3.85	3.67	3.63	4.77	4.77
transcript8726.chr2.nnic	1.08	0.88	0.16	1.38	0.49	0.31	0.46	0.8
transcript1779.chr15.nic	0.49	0.92	1.62	0.8	0.48	0.83	0.54	0.83
transcript466.chr7.nnic	1.9	4.4	3.25	3.11	1.93	2.31	1.76	2.11
transcript2611.chr4.nnic	0.63	0.78	0.56	0.54	0.21	0.0	0.65	0.73
transcript14179.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript14183.chr7.nnic	0.0	2.67	2.96	3.77	0.0	2.17	1.48	0.55
transcript14184.chr7.nnic	1.25	0.61	1.92	0.62	0.6	0.62	0.63	1.11
transcript1322.chr6.nnic	0.7	0.2	0.99	0.67	0.4	0.59	0.25	0.63
transcript684.chr8.nnic	3.12	3.3	2.5	3.34	3.26	4.0	3.43	3.16
transcript1218.chr6.nnic	1.21	1.46	0.9	0.91	2.0	1.63	1.58	1.71
transcript8744.chr5.nnic	2.65	2.42	2.2	2.88	1.91	3.36	3.73	2.19
transcript12296.chr5.nnic	2.63	0.62	2.81	4.99	2.22	3.56	3.59	1.92
transcript1557.chr10.nnic	0.04	0.0	0.96	0.0	2.03	0.67	0.69	0.0
transcript1565.chr10.nnic	1.05	1.13	0.0	0.0	0.0	0.38	0.0	0.51
transcript1571.chr10.nnic	8.32	6.08	4.67	7.41	4.09	5.17	5.07	6.6
transcript551.chr18.nnic	4.17	0.0	0.35	0.3	1.68	0.0	1.97	1.18
transcript6543.chr3.nic	1.41	1.41	0.87	0.91	0.31	0.0	1.73	1.41
transcript6109.chr8.nic	0.6	1.39	0.55	0.74	1.37	0.4	1.1	0.71
transcript8700.chr7.nnic	6.8	8.38	7.14	7.81	12.02	8.39	8.9	7.6
transcript8701.chr7.nnic	0.41	1.39	2.63	1.48	0.0	1.96	1.0	0.48
transcript8702.chr7.nnic	3.41	1.66	3.98	1.86	0.66	1.96	1.33	2.33
transcript5227.chrX.nnic	1.9	3.01	3.0	0.9	2.86	3.16	1.89	2.95
transcript3256.chrX.nnic	8.23	4.36	7.91	6.62	6.84	8.92	8.77	6.2
transcript3260.chrX.nnic	1.76	5.97	1.73	2.72	2.07	2.42	1.41	3.6
transcript1616.chr10.nnic	3.79	1.54	2.71	0.95	2.78	1.08	2.81	2.65
transcript1638.chr10.nic	1.29	1.79	1.08	2.67	0.98	3.29	1.18	1.07
transcript13900.chr2.nic	1.74	2.72	2.64	1.75	1.91	1.93	1.82	1.57
transcript2534.chr2.nnic	2.15	3.1	3.89	3.2	2.67	3.58	3.57	2.89
transcript14224.chr11.nnic	0.42	1.73	2.2	1.92	1.71	2.15	1.88	3.49
transcript2065.chr4.nnic	0.78	0.78	0.55	0.52	0.51	0.34	0.49	0.53
transcript4079.chr4.nnic	1.32	1.6	1.54	1.22	1.51	1.26	0.96	1.33
transcript12838.chr4.nnic	3.42	2.1	3.35	2.81	4.02	2.99	5.79	3.32
transcript4429.chrX.nnic	3.74	5.32	4.7	4.31	4.97	3.23	4.61	5.05
transcript11279.chr2.nnic	0.54	0.55	0.13	0.88	0.59	0.66	1.06	0.5
transcript2579.chr11.nnic	4.19	2.99	3.91	6.82	2.75	3.76	0.04	3.42
transcript2582.chr11.nnic	2.61	4.58	2.21	1.41	2.66	4.08	3.26	5.22
transcript2587.chr11.nnic	2.56	1.55	2.71	1.22	5.17	2.1	4.33	1.77
transcript8739.chr5.nnic	4.25	2.27	1.74	3.43	2.58	5.82	2.59	1.56
transcript1903.chr7.nnic	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0
transcript3292.chrX.nnic	5.02	3.17	4.38	3.56	4.12	3.9	5.89	4.24
transcript3311.chrX.nic	1.14	0.0	1.2	1.39	2.47	1.31	2.57	1.01
transcript959.chr2.nic	1.31	1.94	1.07	1.92	1.53	1.29	2.67	0.68
transcript7476.chr10.nnic	0.0	0.18	0.0	0.29	0.09	0.28	0.0	0.18
transcript5865.chr5.nic	2.01	3.38	2.7	1.63	1.56	2.08	2.64	1.58
transcript5876.chr5.nnic	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0
transcript2644.chr7.nic	2.54	3.25	1.65	1.94	1.49	2.22	2.07	1.44
transcript4700.chr8.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript313.chr6.nnic	2.72	1.08	0.44	1.18	1.1	1.15	2.34	2.03
transcript10679.chr1.nnic	4.77	5.81	7.27	9.59	6.22	5.26	9.1	4.59
transcript10682.chr1.nnic	4.28	2.82	3.27	3.07	3.07	3.63	1.29	2.24
transcript10689.chr1.nic	0.0	1.67	3.36	3.16	1.66	1.23	1.17	1.41
transcript12974.chr2.nnic	0.76	0.15	0.37	0.31	0.86	1.28	0.84	0.15
transcript505.chr17.nnic	1.42	1.46	2.07	1.59	1.61	0.86	2.45	0.85
transcript2876.chr4.nic	0.0	0.16	0.3	0.16	0.18	0.0	0.0	0.0
transcript2889.chr4.nic	0.28	0.22	0.0	0.23	0.0	0.0	0.66	0.18
transcript2892.chr4.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript7084.chr5.nnic	1.31	1.0	0.0	0.57	0.59	0.46	0.0	1.57
transcript7089.chr5.nnic	4.22	0.99	5.85	5.61	2.38	6.01	1.46	2.2
transcript7103.chr5.nnic	4.32	3.74	5.55	4.66	3.29	5.59	4.36	2.78
transcript4163.chr5.nic	0.13	0.0	0.0	0.38	0.25	0.25	0.0	0.09
transcript333.chr17.nnic	1.14	0.95	0.93	1.76	0.63	0.65	0.53	1.3
transcript3423.chr1.nnic	8.11	10.02	2.89	5.12	8.79	4.78	10.08	5.58
transcript500.chrX.nnic	1.45	2.35	0.72	0.0	0.09	0.16	0.0	4.08
transcript2792.chr12.nnic	1.94	3.31	2.32	1.8	2.66	3.76	2.07	3.72
transcript5771.chr6.nnic	1.29	5.82	2.45	2.19	1.9	2.61	3.37	1.78
transcript1436.chr5.nnic	0.19	0.3	0.18	0.28	0.18	0.08	0.35	0.11
transcript2228.chr14.nnic	2.1	1.93	2.02	1.88	1.54	1.58	0.79	2.09
transcript2728.chr14.nnic	2.59	2.65	3.01	2.61	3.94	4.15	2.04	1.77
transcript7143.chr5.nnic	0.98	0.5	0.59	1.39	0.98	0.9	1.63	2.01
transcript14070.chr7.nnic	0.86	0.21	0.0	0.29	0.0	0.43	0.57	0.16
transcript5965.chr19.nnic	2.92	3.75	3.06	3.39	2.59	2.54	4.03	2.6
transcript5969.chr19.nnic	0.17	0.5	1.38	1.74	1.81	1.57	1.13	1.12
transcript5972.chr19.nnic	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript7995.chr3.nic	8.11	4.94	5.96	7.13	3.98	5.23	8.0	5.14
transcript4974.chr18.nnic	7.05	6.77	7.72	7.51	5.7	6.98	5.18	7.19
transcript1646.chr4.nnic	1.41	1.5	2.15	1.66	1.81	2.48	1.69	1.45
transcript1651.chr4.nnic	6.29	6.87	7.29	9.6	10.62	7.93	9.41	10.25
transcript8331.chr17.nnic	0.94	0.57	0.0	3.43	0.87	1.95	0.0	0.0
transcript4138.chr14.nic	0.0	0.0	1.14	1.0	0.0	1.91	2.55	0.0
transcript4140.chr14.nnic	1.29	2.58	2.28	3.36	1.82	2.42	2.37	2.18
transcript4142.chr14.nnic	0.69	1.32	0.17	0.71	0.49	0.52	1.42	0.13
transcript557.chr16.nnic	0.06	0.44	0.4	0.18	0.15	0.44	0.59	0.48
transcript559.chr16.nnic	0.34	0.0	0.0	0.0	0.33	0.0	0.0	0.0
transcript2223.chr14.nnic	1.95	3.74	2.66	4.04	2.6	3.42	3.39	4.38
transcript6104.chr9.nnic	0.45	0.32	0.35	0.39	0.66	0.46	0.33	0.5
transcript21.chr14.nnic	1.79	2.02	0.0	0.0	0.0	0.0	0.0	0.0
transcript22.chr14.nnic	0.0	0.0	1.45	0.57	1.64	0.56	0.0	1.32
transcript5221.chr10.nnic	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0
transcript6440.chr5.nnic	0.22	0.53	0.0	0.46	0.39	0.52	0.0	0.07
transcript1296.chr19.nnic	43.6	52.92	37.55	65.85	69.4	40.43	78.24	64.34
transcript5709.chr17.nnic	98.68	112.4	119.21	105.52	115.37	111.12	109.33	126.17
transcript5145.chr17.nnic	1.02	0.0	1.37	0.57	0.34	0.0	1.24	0.84
transcript5147.chr17.nnic	5.33	2.51	3.5	3.44	2.1	2.86	4.12	0.0
transcript5149.chr17.nic	2.22	3.89	5.41	5.97	6.11	4.35	4.39	8.13
transcript6031.chr6.nnic	0.28	0.0	0.65	0.63	0.73	0.0	0.0	0.92
transcript12662.chr7.nic	7.61	6.73	17.59	2.55	10.85	9.37	7.33	8.06
transcript4929.chr18.nnic	1.29	1.73	1.63	1.43	1.35	1.38	1.25	1.63
transcript1873.chr11.nnic	1.08	2.05	1.24	1.78	1.97	1.74	1.92	1.7
transcript7111.chr12.nnic	0.0	16.9	6.62	0.0	0.0	22.22	13.22	0.0
transcript7113.chr12.nnic	12.56	0.0	14.61	19.88	14.43	0.0	0.27	17.51
transcript5384.chr12.nnic	0.91	1.53	0.9	0.69	0.6	0.74	0.37	0.47
transcript5802.chr6.nnic	3.7	1.79	2.0	2.46	2.61	2.76	3.18	2.66
transcript223.chr17.nnic	7.61	8.64	8.74	9.93	10.27	7.42	6.88	7.52
transcript872.chr12.nnic	4.96	5.57	4.1	4.38	6.61	4.92	3.8	4.69
transcript6557.chr13.nic	12.96	18.98	14.41	7.64	17.91	17.05	13.72	18.03
transcript6336.chr14.nnic	3.35	9.12	2.37	0.0	2.73	3.58	1.27	6.27
transcript1323.chr12.nnic	4.56	4.21	2.93	4.03	4.41	3.74	4.33	3.89
transcript1329.chr12.nnic	5.86	8.36	7.9	7.29	7.51	6.44	8.67	6.23
transcript4521.chr3.nnic	0.2	0.27	0.46	0.48	0.1	0.68	0.83	0.35
transcript7001.chr10.nic	1.07	3.05	2.53	1.48	3.19	1.06	0.0	1.63
transcript7008.chr10.nic	1.48	0.88	1.49	2.06	0.0	1.37	1.2	0.76
transcript16086.chr2.nnic	1.0	1.38	0.61	0.66	0.46	0.63	0.52	0.24
transcript16092.chr2.nic	6.29	6.75	6.47	7.02	3.51	6.86	5.93	4.81
transcript16096.chr2.nic	4.9	5.34	5.03	5.72	7.21	7.15	5.39	5.83
transcript16102.chr2.nic	1.02	0.0	1.31	0.0	2.45	0.0	0.0	1.07
transcript451.chr19.nic	1.21	2.31	0.61	2.06	4.04	2.18	3.16	2.07
transcript2233.chr13.nnic	1.21	0.95	1.79	1.48	2.42	2.28	1.43	1.63
transcript4156.chr17.nnic	3.23	1.04	2.65	3.17	3.75	2.37	1.76	2.96
transcript1248.chr8.nnic	4.82	5.89	5.66	4.03	4.04	4.85	5.43	6.32
transcript1249.chr8.nnic	0.63	0.9	1.23	1.08	0.85	1.61	0.83	0.29
transcript1250.chr8.nnic	0.0	0.0	0.0	0.67	0.0	0.0	0.64	0.0
transcript1258.chr8.nnic	20.79	15.0	19.97	12.51	18.4	19.16	15.61	15.26
transcript1261.chr8.nnic	26.48	37.42	26.84	36.44	34.06	29.91	33.15	36.74
transcript8095.chr17.nnic	0.66	0.0	0.74	0.0	0.0	0.0	0.0	0.0
transcript12896.chr4.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript6586.chr13.nnic	0.68	1.17	0.84	0.09	0.0	0.91	0.01	0.88
transcript924.chr17.nnic	0.0	2.23	1.51	0.6	2.98	0.0	0.38	0.0
transcript212.chr12.nnic	1.76	0.55	0.07	1.59	0.5	0.26	0.0	1.12
transcript217.chr12.nnic	1.57	0.0	1.73	1.34	0.53	0.39	1.03	1.8
transcript12934.chr4.nic	0.0	0.0	0.21	0.0	0.0	0.0	0.18	1.1
transcript12946.chr4.nnic	0.39	0.71	1.02	0.79	1.44	0.26	0.68	0.07
transcript907.chr17.nnic	0.63	0.0	0.44	0.0	0.0	0.49	0.32	0.48
transcript6668.chr7.nnic	2.79	0.0	0.0	0.0	0.0	0.0	3.88	2.82
transcript6677.chr7.nnic	5.09	3.18	5.0	2.97	3.3	2.96	4.5	3.27
transcript62.chrY.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
